CreationFinishDate,Artist,MediumMaterial,MediumDetail,Facility,CreditLine,AccessionNumber,DisplayTitle,DisplayDimensions,Media&Support,CurrentLocation,LocationDescription,StreetAddress,StreetAddress2,DistrictName,GeocodingSource,GeocodingAccuracy,GeocodingAccuracyType,Latitude,Longitude,point,SFFindNeighborhoods,CurrentPoliceDistricts,CurrentSupervisorDistricts,AnalysisNeighborhoods
2006,"Hayes, Frederick, JoeSam and Washington, Horace","Granite, Ceramic Tile","Granite, ceramic tile",3rd Street Light Rail,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,2007.22.3.a-t,Untitled (Paving inserts),varies,"Granite, ceramic tile on concrete",Public Display,3Rd St. And Revere Avenue,"3rd St and Revere Ave, San Francisco, CA 94124",,District 10,Automation,1,intersection,37.732431,-122.391521,POINT (-122.391521 37.732431),86,2,9,1
1999,"Montoya, Emmanuel Catarino","Mixed Media, Lino-cut Print","Mixed media, color Lino-cut print",Mission Library,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Public Library Mission Branch,1999.8.1,Egypt's Contribution to European Civilization,37  x 74 in.,Mixed media color Lino-cut print,Public Display,,"300 Bartlett St, San Francisco, CA 94110",,District 9,Automation,1,parcel,37.751997,-122.419704,POINT (-122.419704 37.751997),53,3,2,20
1934,"Forbes, Helen",egg tempera,Egg tempera,San Francisco Zoo,Collection of the City and County of San Francisco; Works Progress Administration Mural Project for the Mothers' House at the Fleishhacker Zoo,1936.4.c,Noah and His Ark (The Landing of the Ark),132 x 337 in.,Egg tempera,Public Display,Mother'S Building South Wall,Sloat Blvd. at Great Hwy.,,District 7,Department Data,,,37.7329,-122.503,POINT (-122.503 37.7329),43,10,8,16
2005,"Saulls, Vicki","Bronze, Zinc, Aluminum",Cold-cast bronze and zinc/aluminum,Eureka Valley Recreation Center,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,2006.5.a,From the Heart Outwards,9 3/4 x 10 x 3 1/4 in.,Cold-cast bronze and zinc/aluminum,Public Display,Interior Lobby,"100 Collingwood St, San Francisco, CA 94114",,District 8,Automation,1,parcel,37.76048,-122.436243,POINT (-122.436243 37.76048),38,3,5,5
2009,"Washington, Horace","Ceramic Tile, Glass","Glazed ceramic tile, glass",Hamilton Recreation Center,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Hamilton Recreation Center,2014.147.a-i,Untitled,48 x 1560 x 404 in.,"Glazed ceramic tile, glass",Public Display,Exterior Upper Facade,1900 Geary Blvd.,,District 5,Department Data,,,37.7845604,-122.435445,POINT (-122.435445 37.7845604),103,4,11,15
1995,"Poethig, Johanna",ceramic tile,Glaze on ceramic tile,Tenderloin Recreation Center,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Tenderloin Children's Recreation Center,1995.9.1-4,Epic; Prediction; Gameboard; and H20,Throughout building interior and exterior: lobby floor; bathroom walls; exterior columns; water fountain nave,Glaze on ceramic tile on cement; various,Public Display,1St Floor And Exterior Fence,"570 Ellis St, San Francisco, CA 94109",,District 6,Automation,1,parcel,37.784672,-122.415597,POINT (-122.415597 37.784672),20,5,10,36
1987,"Kogure, Kimiko",Glass,Stained glass,Trocadero Clubhouse,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,1987.44.l,Stern Grove Trocadero Clubhouse [second floor window],40 x 30 in.,Stained glass on wood,Public Display,Stern Grove Entry Rd.,"Stern Grove, San Francisco, CA",,District 4,,,,,,,,,,
2009,"deSoto, Lewis",Cotton,cotton thread tapestry,Laguna Honda Hospital,Collection of the City and County of San Francisco,2011.14.8,"1934-1954-1982: Glen Wessel's Murals are Created, Lost and Rediscovered",,cotton thread tapestry,City Agency,Link Building Level 1,"375 Laguna Honda Blvd, San Francisco, CA 94131",,District 7,Automation,1,parcel,37.748644,-122.456145,POINT (-122.456145 37.748644),49,7,8,38
2005,Wang Po Shu,"Steel, mirror, Glass","Stainless steel, mirror and glass lenses",Octavia Blvd.,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Octavia Boulevard Streetscape Project,2007.32.4,Ghinlon/Transcope,47 1/2 x 28 x 7 1/2 in.,"Stainless steel, mirror and glass lenses",Public Display,At Haight St. Nw Corner,"at Haight St., San Francisco, CA",,District 5,,,,,,,,,,
2009,Wowhaus,Bronze,Bronze,Sunnyside Conservatory,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,2009.7.16,Sunnyside Menagerie [gumpus bumpus],7 x 7 x 18 1/2 in.,Bronze on concrete,Public Display,Garden Walkways,"236 Monterey Blvd, San Francisco, CA 94131",,District 7,Automation,1,parcel,37.731861,-122.440824,POINT (-122.440824 37.731861),95,9,8,41
1996,"Yung, Rene","Aluminum ,Lighting",Aluminum and lighting,Chinatown Library,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Chinatown Branch of the San Francisco Public Library,1996.7.d,lamp (Take Root),14 x 57 x 7 in.,Aluminum and lighting,Public Display,Reading Room,1135 Powell St.,,District 3,Department Data,,,37.795222,-122.409839,POINT (-122.409839 37.795222),16,6,3,6
1996,"Yung, Rene","Glass,Lighting",Plexiglass and lighting,Chinatown Library,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Chinatown Branch of the San Francisco Public Library,1996.7.b,lamp (Points of Departure),15 x 23 x 8 in.,Plexiglass and lighting,Public Display,Reading Room,1135 Powell St.,,District 3,Department Data,,,37.795222,-122.409839,POINT (-122.409839 37.795222),16,6,3,6
2008,"Finneran, Bean",Ceramic Tile,Glazed ceramic tile,Junipero Serra Playground,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Junipero Serra Playground clubhouse,2008.7.b,Untitled [south wall],108 x 80 in.,Glazed ceramic tile,Public Display,Clubhouse South Exterior,"300 Stonecrest Dr, San Francisco, CA 94132",,District 7,Automation,1,parcel,37.724823,-122.473852,POINT (-122.473852 37.724823),41,10,8,41
2006,"Hayes, Frederick, JoeSam and Washington, Horace",Steel,Stainless steel,3rd Street Light Rail,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,2007.22.1,Untitled (Pole-mounted sculpture),480 x 3 x 1 in.,Stainless steel on painted steel,Public Display,3Rd St. And Revere Avenue,"3rd St and Revere Ave, San Francisco, CA 94124",,District 10,Automation,1,intersection,37.732431,-122.391521,POINT (-122.391521 37.732431),86,2,9,1
2008,"Johnson, Amana","Basalt, Clay, Concrete, Glass, Travertine, Marble","Basalt, basaltic clay, and concrete with glass, travertine and marble tile",Joseph Lee Recreation Center,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Joseph Lee Recreation Center,2013.3.a-b,Time to Dream,50 x 80 x 70 in.,"Basalt, basaltic clay, and concrete with glass, travertine and marble tile",Public Display,Front Lawn,"1395 Mendell St, San Francisco, CA 94124",,District 10,Automation,1,parcel,37.734944,-122.389792,POINT (-122.389792 37.734944),86,2,9,1
2013,"Kusama, Yayoi","Plastic, Steel, Paint","Fiberglass-reinforced plastic, stainless steel, and urethane paint",Terminal 1,Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission and the Airport Commission for the San Francisco International Airport,2016.21.a-b,High Heels for Going to Heaven,Left shoe: 61 x 29 1/2 x 37 3/8 inches; Right shoe: 49 5/8 x 27 1/2 x 37 7/8 inches,"Fiberglass-reinforced plastic, stainless steel, and urethane paint",SFO,Arrivals (Exit),Secure Connector,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
1903,"Tilden, Douglas",Bronze,Bronze,,Collection of the City and County of San Francisco; Funds raised by popular subscription,1903.1,"California Volunteers, Spanish American War, 1898",288 x 144 x 256 in.,Bronze on granite base,Public Display,,Market and Dolores St.,,District 8,Department Data,,,37.7691599,-122.4267119,POINT (-122.4267119 37.7691599),37,3,5,20
2009,Wowhaus,Bronze,Bronze,Sunnyside Conservatory,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,2009.7.22,Sunnyside Menagerie [gumpus bumpus],7 x 7 x 18 1/2 in.,Bronze on concrete,Public Display,Garden Walkways,"236 Monterey Blvd, San Francisco, CA 94131",,District 7,Automation,1,parcel,37.731861,-122.440824,POINT (-122.440824 37.731861),95,9,8,41
1955,"Erckenbrack, Mary E.",Ceramic,Carved and glazed ceramic,Hamilton Recreation Center,Collection of the City and County of San Francisco,1955.21,Ceramic Mural on Athletics,300 x 192 x 1 1/2 in.,Carved and glazed ceramic,Public Display,Post St. External Facade,1900 Geary Blvd.,,District 5,Department Data,,,37.7845604,-122.435445,POINT (-122.435445 37.7845604),103,4,11,15
1900,Taddeo,"Marble, Bronze",Marble and bronze,Huntington Park,Collection of the City and County of San Francisco; Gift of Mrs. William H. Crocker,1954.18,Fountain of the Tortoises,,Marble and bronze,Public Display,,"California St and Taylor St, San Francisco, CA 94108",,District 3,Automation,1,intersection,37.791627,-122.412461,POINT (-122.412461 37.791627),16,6,3,21
2013,"Rydingsvard, Ursula von","wood, graphite","Cedar, graphite",Terminal 3 East,Collection of the City and County of San Francisco; Purchased by the San Francisco Arts Commission for the San Francisco International Airport,2016.19,Ocean Voices II,121 x 57 x 65 in.,"Cedar, graphite",SFO,"Near Exit, Left Of Ellingson",Post-Security E-Plaza,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
2009,"Carey, Michael",Bronze,Patina-finished cast bronze,J.P. Murphy Playground Clubhouse,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the J.P. Murphy Clubhouse,2013.4.a,Woman with Birds [figure],72 x 48 x 12 in.,Patina-finished cast bronze,Public Display,Front Lawn,"1960 9th Ave, San Francisco, CA 94116",,District 7,Automation,1,range_interpolation,37.751717,-122.46532,POINT (-122.46532 37.751717),45,10,8,14
1969,"Bufano, Beniamino","Steel, Bronze, Ceramic Tile","Steel, bronze, ceramic tile",CCSF  Ocean Campus,Collection of the City and County of San Francisco; Gift of the artist to the City and County of San Francisco,1969.1,St. Francis of the Guns,115  x 72  x 28 in.,"Steel, bronze, ceramic tile on concrete",Public Display,Between Phelan Ave. And Science Hall Stairway,"50 Phelan Ave, San Francisco, CA 94112",,District 7,Department Data,,,37.725699,-122.452342,POINT (-122.452342 37.725699),95,9,8,41
1987,"Kogure, Kimiko",Glass,Stained glass,Trocadero Clubhouse,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,1987.44.i,Stern Grove Trocadero Clubhouse [second floor window],40 x 30 in.,Stained glass on wood,Public Display,Stern Grove Entry Rd.,"Stern Grove, San Francisco, CA",,District 4,,,,,,,,,,
2005,Wang Po Shu,"Steel, mirror, Glass","Stainless steel, mirror and glass lenses",Octavia Blvd.,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Octavia Boulevard Streetscape Project,2007.32.2,Ghinlon/Transcope,58 x 8 x 4 1/2 in.,"Stainless steel, mirror and glass lenses",Public Display,At Waller St. West Side,"at Waller St., San Francisco, CA",,District 5,,,,,,,,,,
1971,"Vaillancourt, Armand",Concrete,pre-cast aggregate concrete hollow-core boxes,Embarcadero Plaza,Collection of the City and Couny of San Francisco; Commissioned by the San Francisco Arts Commission for the Embarcadero Plaza,1971.46,The Embarcadero Fountain,360 x 960 x 630 in.,pre-cast aggregate concrete hollow-core boxes,Public Display,,", San Francisco, CA",,District 3,,,,,,,,,,
1939,"Moxom, Jack","stone",Sandstone,Golden Gate Park,Collection of the City and County of San Francisco,1939.1,Sarah B. Cooper Memorial,70  x 156  x 90 in.,Sandstone on concrete,Public Display,Sharon Meadow Picnic Area,Martin Luther King Jr. Drive,,District 5,Department Data,,,37.7749295,-122.4194155,POINT (-122.4194155 37.7749295),32,1,10,20
1934,"Langdon, Gordon",Fresco,Fresco,Coit Tower,Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,1934.15,California Agricultural Industry,120 x 324 in.,Fresco,Public Display,1St Floor,1 Telegraph Hill Blvd.,,District 3,Department Data,,,37.8023949,-122.4058222,POINT (-122.4058222 37.8023949),18,6,3,23
,Anonymous,Bronze,Bronze,San Francisco General Hospital,Gift of the Chinese Cultural Center to the San Francisco General Hospital and the Art Commission,1984.23,Untitled (Horse),"28"" H X 14"" W X 30"" D",Bronze,City Agency,Main Building Seventh Floor Courtyard,"1001 Portrero Avenue, San Francisco, CA",,District 10,,,,,,,,,,
1934,"Scheuer, Suzanne",Fresco,Fresco,Coit Tower,Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,1934.6,Newsgathering,120 x 120 in.,Fresco,Public Display,1St Floor,1 Telegraph Hill Blvd.,,District 3,Department Data,,,37.8023949,-122.4058222,POINT (-122.4058222 37.8023949),18,6,3,23
1983,"Adams, Mark",Wool,Flat weave wool tapestry,Terminal 2,Purchased by the San Francisco Art Commission for the San Francisco International Airport,1985.5.2,Garden in San Andreas Valley (The Garden Tapestries),84 x 204 in.,Flat weave wool tapestry,SFO,Departures Meeting Area,BA/D,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
1894,"Porter, Bruce","Bronze, Gilding","Bronze, gilding",Chinatown Portsmouth Square,Collection of the City and County of San Francisco; Gift of a committee of citizens aided by James D. Phelan in 1897 for Portsmouth Square,1897.2,Robert Louis Stevenson (1850-1894) Memorial,148 x 58 x 36 in.,"Bronze, gilding on granite",Public Display,Upper Level,Washington St. and Walter Lum Pl.,,District 3,Department Data,,,37.7947175,-122.4048688,POINT (-122.4048688 37.7947175),104,6,3,6
1903,"Putnam, Arthur",Concrete,Cast concrete,Golden Gate Park,Collection of the City and County of San Francisco; Private commission,1903.2.1-2,Sphinx,58  x 32  x 118 in.,Cast concrete on concrete,Public Display,Southeast Of De Young Museum,Hagiwara Tea Garden Drive,,District 1,Department Data,,,37.7703537,-122.4666711,POINT (-122.4666711 37.7703537),9,8,4,12
2006,"Hayes, Frederick, JoeSam and Washington, Horace",Steel,  steel,3rd Street Light Rail,Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,2007.20.2.a-d,Untitled (Canopy panels),60 x 108 x 144 in.,  steel on painted steel,Public Display,3Rd St. Between Kirkwood And La Salle Ave.,"3rd St and La Salle Ave, San Francisco, CA 94124",,District 10,Automation,1,intersection,37.73717,-122.389864,POINT (-122.389864 37.73717),86,2,9,1
2005,"Saulls, Vicki","Bronze, Zinc, Aluminum",Cold-cast bronze and zinc/aluminum,Eureka Valley Recreation Center,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,2006.5.m,From the Heart Outwards,10 x 10 x 3 1/2 in.,Cold-cast bronze and zinc/aluminum,Public Display,Interior Lobby,"100 Collingwood St, San Francisco, CA 94114",,District 8,Automation,1,parcel,37.76048,-122.436243,POINT (-122.436243 37.76048),38,3,5,5
1998,"Preston, Ann",Zinc,Zinc,Civic Center Courthouse,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Civic Center Courthouse,1998.11.b,Panel,72 x 60 x 3/4 in.,Zinc,Public Display,4Th Floor Waiting Area,"400 McAllister St, San Francisco, CA 94102",,District 6,Automation,1,parcel,37.780413,-122.418795,POINT (-122.418795 37.780413),21,4,10,36
1985,"Zajac, Jack","Bronze, Granite",Bronze with granite base,Terminal 1,Purchased by the San Francisco Art Commission for the San Francisco International Airport.,1986.17,Falling Water Santa Cruz II,"95"" H X 8 1/2"" W X 8 1/2"" D",Bronze with granite base,SFO,Departures,BA/C,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
2004,"Ozan, Pepe","Steel, Aero Plate, Bronzing Powder","steel rod and perforated metal galvinized, w/Aero plate, bronzing powder",,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Cesar Chavez Overpass,2004.12,Invocation,144 x 96 x 28 in.,"steel rod and perforated metal galvinized, w/Aero plate, bronzing powder on concrete base",Public Display,Nw Corner,"Cesar Chavez and Vermont St, San Francisco, CA 94110",,District 10,Automation,1,intersection,37.749544,-122.403055,POINT (-122.403055 37.749544),54,2,9,26
2016,"Colburn, Adriane",Steel,Painted Steel,Daggett Park,Collection of the City and County of San Francisco,2017.1.e,"Shadow Kingdom [Panel 4, Birds]",84 in.,Painted Steel,Public Display,"Triangular Parcel Bounded By 7Th, 16Th & Hubbell Streets",,,District 10,Department Data,,,37.766626,-122.396719,POINT (-122.396719 37.766626),33,1,9,4
1991,"Bongers, Jaap (Jacob)","Marble, Granite, Bronze","Marble, granite and bronze",SFPD   Richmond Station,Collection of the City and County of San Francisco; Commissioned by the San Francisco Art Commission for the Richmond Police Station,1991.2.1,Untitled #1,72  x 72 in.,"Marble, granite and bronze",City Agency,"Lobby floor, under skylight",461 6th Ave,,District 1,Department Data,,,37.779928,-122.464467,POINT (-122.464467 37.779928),5,8,4,11
2000,"Barth, Anders","Clay, Glaze","Fired clay, glazes",SFPD   Tenderloin Station,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Tenderloin Police Station,2000.13,First Person Plural,"24' 4"" X 8' 2"" overall","Fired clay, glazes",City Agency,Jones Street Facade,301 Eddy St.,,District 6,Department Data,,,37.78366,-122.4129,POINT (-122.4129 37.78366),20,5,10,36
1917,"Cummings, M. Earl","Bronze, Stone, Granite, Land scaping","Bronze, stone, granite, and landscaping",Golden Gate Park,Collection of the City and County of San Francisco; Gift of Maria Becker,1917.1.b,Pool of Enchantment,36 x 30 x 42 in.,"Bronze, stone, granite, and landscaping",Public Display,East Of De Young Museum,"Hagiwara Tea Garden Dr., San Francisco, CA",,District 1,,,,,,,,,,
1994,"Donahue, Marcia",Granite,Granite,Chinatown  Woh Hei Yuen Park,Collection of the City and County of San Franisco; Commissioned by the San Francisco Arts Commission for Woh Hei Yuen Park,1999.20.c,Peach,28 x 48 x 54 in.,Granite,Public Display,Between Jackson St. And John St.,"Powell St, San Francisco, CA 94133",,District 3,Automation,1,street_center,37.796034,-122.410134,POINT (-122.410134 37.796034),16,6,3,6
2015,"Kos, Paul","Bronze, Steel, Paint, Granite, Land scaping","bronze, steel, paint, granite, landscape design",SFPD Public Safety Building,Collection of the City and County of San Francisco,2015.2.a-c,First Responder Plaza,,"bronze, steel, paint, granite, landscape design",City Agency,Community Plaza,3rd Street @China Basin Street,,SFO,Department Data,,,37.772475,-122.389404,POINT (-122.389404 37.772475),34,1,10,4
1982,"Eversley, Frederick",resin,resin,Secure Connector,Purchased by the San Francisco Art Commission for the San Francisco International Airport,1985.8.3,Untitled [Transparent/Amber],35 3/4 in. diameter x 3 1/2 in.,resin,SFO,Windows,Between T1 and T2,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
1995,"Shum, Hilda","Steel, Mosaic tile, Slate, Lighting","Stainless steel, mosaic, slate and light",San Francisco General Hospital,Collection of the City and County of San Francisco; Purchased by the San Francisco Art Commission for the Mental Health Rehabilitation Facility,1995.19,Fish Tale,,"Stainless steel, mosaic, slate and light",City Agency,Mental Health Rehabilitation Facility Outside Main Entrance,"1001 Portrero Avenue, San Francisco, CA",,District 10,,,,,,,,,,
2017,"Norris, Sirron",plastic,plastic Painted Mural on Wall,San Francisco General Hospital,Collection of the City and County of San Francisco,2018.2.a-i,Land of the Helping Hand,,plastic painted mural on wall and eight digital prints on aluminum,City Agency,Acute Care Unit Level 1 Pediatric Emergency Department,1001 Portrero Avenue,,District 10,Department Data,,,37.755698,-122.405361,POINT (-122.405361 37.755698),54,3,9,20
2016,"Colburn, Adriane","Steel, Granite",Painted Steel and granite,Daggett Park,Collection of the City and County of San Francisco,2017.1.a-e,Shadow Kingdom,,Painted Steel and granite,Public Display,"Triangular Parcel Bounded By 7Th,16Th & Hubbell Streetsstreet",,,District 10,Department Data,,,37.766626,-122.396719,POINT (-122.396719 37.766626),33,1,9,4
1987,"Kogure, Kimiko",Glass,Stained glass,Trocadero Clubhouse,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,1987.44.f,Stern Grove Trocadero Clubhouse [first floor window],40 x 30 in.,Stained glass on wood,Public Display,Stern Grove Entry Rd.,"Stern Grove, San Francisco, CA",,District 4,,,,,,,,,,
1934,"Wight, Clifford",Fresco,Fresco,Coit Tower,Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,1934.12.a,Farmer,120 x 48 in.,Fresco,Public Display,1St Floor,"1 Telegraph Hill Blvd, San Francisco, CA 94133",,District 3,Automation,1,parcel,37.802312,-122.405884,POINT (-122.405884 37.802312),18,6,3,23
2006,"Hayes, Frederick, JoeSam and Washington, Horace","Granite, Terrazzo, Concrete","Granite, terrazo, sandblasted and painted concrete",3rd Street Light Rail,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,2007.21.3.a-kk,Untitled (Paving inserts),48 x 48 x 1/2 in.,"Granite, terrazo, sandblasted and painted concrete on concrete",Public Display,3Rd St. Between Oakdale And Palou Ave,"3rd St and Palou Ave, San Francisco, CA 94124",,District 10,Automation,1,intersection,37.734013,-122.390968,POINT (-122.390968 37.734013),86,2,9,1
2014,"Fontana, Bill","Loudspeakers, Audiobox","Loudspeakers, audiobox",San Francisco Public Library North Beach Library,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Public Library North Beach Branch,,Sonic Dreamscape,2:10; 8 channel loop,"Loudspeakers, audiobox",City Agency,,"661 Lombard St, San Francisco, CA 94133",,District 3,Automation,1,parcel,37.802796,-122.412319,POINT (-122.412319 37.802796),106,6,3,23
2012,"Richards, Peter and Schwartzenberg, Susan","Granite, Basalt","13 granite musing stations, 4 Sierra granite seating elements, 2 granite trailhead plaques, one basalt spring water bowl",McLaren Park,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for McLaren Park,2014.7.a-v,Philosopher's Way,Dimensions variable,"13 granite musing stations, 4 Sierra granite seating elements, 2 granite trailhead plaques, one basalt spring water bowl",Public Display,Park Trails,Mansell St. and John F. Shelley Dr.,,District 9 and 10,Department Data,,,37.7180842,-122.4190721,POINT (-122.4190721 37.7180842),73,9,9,19
2014,"Blackstone, Amy",Steel,Steel,Father Alfred E. Boeddeker Park,Commissioned by the San Francisco Arts Commission,2017.6,Boeddeker's Blooming Bounty,74 x 302 in.,Steel,Public Display,Corner Of Jones,246 Eddy Street,,District 6,Department Data,,,37.7843951,-122.4120591,POINT (-122.4120591 37.7843951),20,5,10,36
1999,"Fuller (McChesney), Mary",Concrete,cast concrete,Chinatown Portsmouth Square,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Portsmouth Square,1999.19.8,Bench support (Serpent),16 x 15 x 15 in.,cast concrete,Public Display,Lower Level Playground,"Clay St and Kearny St, San Francisco, CA 94108",,District 3,Automation,1,intersection,37.794453,-122.404796,POINT (-122.404796 37.794453),104,6,3,6
1999,"Goggin, Brian",Concrete,Concrete,Mission St. sidewalk,Collection of the City and County of San Francisco; Commissioned for by the San Francisco Arts Commission for the Bernal Heights Sidewalk Enhancement Project,1999.17.4,Substrada [Job],20 x 14 x 1/2 in.,Concrete,Public Display,,"3146 Mission St, San Francisco, CA 94110",,District 9,Automation,1,parcel,37.747116,-122.419618,POINT (-122.419618 37.747116),83,9,2,2
2003,"Rodriguez, Isis",Ceramic Tile,Glazed ceramic tile,Parque Ninos Unidos,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Parque Ninos Unidos,2005.11.g,Los Ninos del Sol,20 1/2 x 37 in.,Glazed ceramic tile on cement,Public Display,Treat St. Entrance,"23rd St and Treat Ave, San Francisco, CA 94110",,District 9,Automation,0.8,intersection,37.754165,-122.413141,POINT (-122.413141 37.754165),53,3,2,20
2011,"True, Laurel","Glass, Ceramic Tile, Asphalt, plastic, Terrazzo, plastic, Foam","Glass, ceramic tile, asphalt, acrylic concrete, terrazzo, fiberglass mesh, foam core",Hayes Valley Playground,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for Hayes Valley Playground,2011.4,Lily Pod,36 x 40 x 40 in.,"Glass, ceramic tile, asphalt, acrylic concrete, terrazzo, fiberglass mesh, foam core on concrete",Public Display,,"Buchanan St and Hayes St, San Francisco, CA 94102",,District 5,Automation,1,intersection,37.776254,-122.427914,POINT (-122.427914 37.776254),22,4,11,9
2002,"Beery, Jonathan",Bronze,Bronze,Moscone Recreation Center,Collection of the City and County of San Francisco; Gift to the City from the Friends of Moscone Park and Recreation Center,2002.9,The Pink Short-spined Starfish,16  x 82  x 80 in.,Bronze,Public Display,West Playground,Laguna and Bay Streets,,District 2,Department Data,,,37.8021249,-122.4331353,POINT (-122.4331353 37.8021249),17,4,6,13
1935,"Moya del Pino, Jose",fresco,fresco,African American Art and Culture Complex,Collection of the City and County of San Francisco,1973.26.b,Murals for the Acme Beer Company (The Gathering of the Hops),90 x 312 in.,fresco,Public Display,3Rd Floor,"726 Fulton St, San Francisco, CA 94102",,District 5,Automation,1,range_interpolation,37.778229,-122.428493,POINT (-122.428493 37.778229),97,4,11,39
2009,"deSoto, Lewis",Cotton,cotton thread tapestry,Laguna Honda Hospital,Collection of the City and County of San Francisco,2011.14.5,1929-1941: Patient Care During the Great Depression,,cotton thread tapestry,City Agency,Link Building Level 1,"375 Laguna Honda Blvd, San Francisco, CA 94131",,District 7,Automation,1,parcel,37.748644,-122.456145,POINT (-122.456145 37.748644),49,7,8,38
2003,"Rodriguez, Isis",Ceramic Tile,Glazed ceramic tile,Parque Ninos Unidos,Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Parque Ninos Unidos,2005.11.h,Los Ninos del Sol,69 x 10 in.,Glazed ceramic tile on cement,Public Display,Treat St. Entrance,"23rd St and Treat Ave, San Francisco, CA 94110",,District 9,Automation,0.8,intersection,37.754165,-122.413141,POINT (-122.413141 37.754165),53,3,2,20
2017,"Axelrad, Merle",Fabric collage,Fabric collage,Office of the Chief Medical Examiner,Collection of the City and County of San Francisco,2017.24,Sentinel,96 x 68 in.,Fabric collage,City Agency,Entrance,1 Newhall St.,,District 10,Department Data,,,37.739754,-122.3779266,POINT (-122.3779266 37.739754),76,2,9,1
2015,"Nagase, Masayuki",Granite,Granite,San Francisco General Hospital,Collection of the City and County of San Francisco,2016.11.a.4,Breath Between Sky and Ocean [Seating],18 x 56 x 31 in.,Granite,City Agency,Acute Care Unit Roof Garden,1001 Portrero Avenue,,District 10,Department Data,,,37.755652,-122.4053538,POINT (-122.4053538 37.755652),54,3,9,20
2006,"Margrill, Anita and Nagasawa, Nobuho",Steel,Stainless steel,3rd Street Light Rail,Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,2007.23,Untitled (Pole-mounted sculpture),480 x 36 x 36 in.,Stainless steel on painted steel,Public Display,3Rd St. And Williams Ave.,"3rd St and Williams Ave, San Francisco, CA 94124",,District 10,Automation,0.92,intersection,37.729278,-122.392625,POINT (-122.392625 37.729278),86,2,9,1
2000,"Alicia, Juana and Montoya, Emmanuel","Fresco, Wood",fresco buono and wood relief,International Terminal,Commissioned for San Francisco International Airport,2000.14,Sanctuario,,fresco buono and wood relief,SFO,Departures Gate G97,BA/G,,SFO,Department Data,,,37.62207,-122.38366,POINT (-122.38366 37.62207),,,,
